"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3612","Inscription Campus France - POM TypeScript","chromium","2026-05-24","passed","2026-05-24","","Campus.spec.ts","",""
